DiagonalNonZeros,DiagonalSign,AvgDiagonalDistance,AbsoluteTrace,OneNorm,Trace,AvgNonzerosPerRow,ColumnDiagonalDominance,NonZeroPatternSymmetry,AbsoluteNonZeroSum,InfinityNorm,SymmetricFrobeniusNorm,upperBandwidth,Dimension,Symmetricity,MinNonZeroPerRow,DiagonalAverage,SymmeticInfinityNorm,DiagonalMean,FrobeniusNorn,RowVariance,AntiSymmetricFrobeniusNorm,lowerBandwidth,npoints,nnz,MaxNonZeroPerRow,ColumnVariance,solver,class
3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.016572,9,2.31556,5120.83,1.08657,0,310,30,10036.4,1,0.002762,47942864,bad
3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.016572,9,2.31556,5120.83,1.08657,0,310,30,10036.4,1,0.002762,47942865,bad
3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.016572,9,2.31556,5120.83,1.08657,0,310,30,10036.4,1,0.002762,47942866,bad
3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.016572,9,2.31556,5120.83,1.08657,0,310,30,10036.4,1,0.002762,8520536,bad
3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.016572,9,2.31556,5120.83,1.08657,0,310,30,10036.4,1,0.002762,82456576,bad
3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.016572,9,2.31556,5120.83,1.08657,0,310,30,10036.4,1,0.002762,95762354,bad
3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.016572,9,2.31556,5120.83,1.08657,0,310,30,10036.4,1,0.002762,90783920,bad
3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.016572,9,2.31556,5120.83,1.08657,0,310,30,10036.4,1,0.002762,30870723,bad
3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.016572,9,2.31556,5120.83,1.08657,0,310,30,10036.4,1,0.002762,45869640,bad
3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.016572,9,2.31556,5120.83,1.08657,0,310,30,10036.4,1,0.002762,36564233,bad
3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.016572,9,2.31556,5120.83,1.08657,0,310,30,10036.4,1,0.002762,75830645,bad
3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.016572,9,2.31556,5120.83,1.08657,0,310,30,10036.4,1,0.002762,36564234,bad
3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.016572,9,2.31556,5120.83,1.08657,0,310,30,10036.4,1,0.002762,81986705,bad
3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.016572,9,2.31556,5120.83,1.08657,0,310,30,10036.4,1,0.002762,37052870,bad
3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.016572,9,2.31556,5120.83,1.08657,0,310,30,10036.4,1,0.002762,37052871,bad
3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.016572,9,2.31556,5120.83,1.08657,0,310,30,10036.4,1,0.002762,80361467,bad
3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.016572,9,2.31556,5120.83,1.08657,0,310,30,10036.4,1,0.002762,80361464,bad
3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.016572,9,2.31556,5120.83,1.08657,0,310,30,10036.4,1,0.002762,80361465,bad
3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.016572,9,2.31556,5120.83,1.08657,0,310,30,10036.4,1,0.002762,49834420,bad
3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.016572,9,2.31556,5120.83,1.08657,0,310,30,10036.4,1,0.002762,1216556,bad
3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.016572,9,2.31556,5120.83,1.08657,0,310,30,10036.4,1,0.002762,36564235,bad
3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.016572,9,2.31556,5120.83,1.08657,0,310,30,10036.4,1,0.002762,75830647,good
3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.016572,9,2.31556,5120.83,1.08657,0,310,30,10036.4,1,0.002762,37052868,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,89565283,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,91036839,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,45869639,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,45869638,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,45869637,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,89269802,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,89269803,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,89269801,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,89269804,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,30870721,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,53302993,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,30870720,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,64278029,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,44526267,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,95762352,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,49834417,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,49834419,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,49834418,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,11256942,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,11256943,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,11256941,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,42851841,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,11256944,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,31459546,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,17887723,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,91845162,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,53362206,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,95762355,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,12321508,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,75830644,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,95762353,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,85483012,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,47942866,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,8520536,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,82456576,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,95762354,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,90783920,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,99720138,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,30870723,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,30870722,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,13323659,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,45869640,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,36564233,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,36564232,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,75830645,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,36564234,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,81986705,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,37052870,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,37052871,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,80361466,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,80361467,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,80361464,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,80361465,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,49834420,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,1216556,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,36564235,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,75830647,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,75830646,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,18524981,bad
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,37052869,good
3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.018572,37,2.01067,5755.54,0.690121,0,5320,30,10109.9,1,0.002199,37052868,bad
7661.87,-1,?,7661.87,1,13163.4,0.5,1,1,10448,1,6479.29,0,20896,1,0,0.001436,1,0.629949,4672.49,0.044873,0,0,30,10448,1,0.000024,89565283,bad
7661.87,-1,?,7661.87,1,13163.4,0.5,1,1,10448,1,6479.29,0,20896,1,0,0.001436,1,0.629949,4672.49,0.044873,0,0,30,10448,1,0.000024,45869638,bad
7661.87,-1,?,7661.87,1,13163.4,0.5,1,1,10448,1,6479.29,0,20896,1,0,0.001436,1,0.629949,4672.49,0.044873,0,0,30,10448,1,0.000024,45869637,bad
7661.87,-1,?,7661.87,1,13163.4,0.5,1,1,10448,1,6479.29,0,20896,1,0,0.001436,1,0.629949,4672.49,0.044873,0,0,30,10448,1,0.000024,89269803,bad
7661.87,-1,?,7661.87,1,13163.4,0.5,1,1,10448,1,6479.29,0,20896,1,0,0.001436,1,0.629949,4672.49,0.044873,0,0,30,10448,1,0.000024,89269804,bad
7661.87,-1,?,7661.87,1,13163.4,0.5,1,1,10448,1,6479.29,0,20896,1,0,0.001436,1,0.629949,4672.49,0.044873,0,0,30,10448,1,0.000024,30870721,bad
7661.87,-1,?,7661.87,1,13163.4,0.5,1,1,10448,1,6479.29,0,20896,1,0,0.001436,1,0.629949,4672.49,0.044873,0,0,30,10448,1,0.000024,30870720,bad
7661.87,-1,?,7661.87,1,13163.4,0.5,1,1,10448,1,6479.29,0,20896,1,0,0.001436,1,0.629949,4672.49,0.044873,0,0,30,10448,1,0.000024,64278029,bad
7661.87,-1,?,7661.87,1,13163.4,0.5,1,1,10448,1,6479.29,0,20896,1,0,0.001436,1,0.629949,4672.49,0.044873,0,0,30,10448,1,0.000024,44526267,bad
7661.87,-1,?,7661.87,1,13163.4,0.5,1,1,10448,1,6479.29,0,20896,1,0,0.001436,1,0.629949,4672.49,0.044873,0,0,30,10448,1,0.000024,95762352,bad
7661.87,-1,?,7661.87,1,13163.4,0.5,1,1,10448,1,6479.29,0,20896,1,0,0.001436,1,0.629949,4672.49,0.044873,0,0,30,10448,1,0.000024,49834419,bad
7661.87,-1,?,7661.87,1,13163.4,0.5,1,1,10448,1,6479.29,0,20896,1,0,0.001436,1,0.629949,4672.49,0.044873,0,0,30,10448,1,0.000024,11256943,bad
7661.87,-1,?,7661.87,1,13163.4,0.5,1,1,10448,1,6479.29,0,20896,1,0,0.001436,1,0.629949,4672.49,0.044873,0,0,30,10448,1,0.000024,11256944,bad
7661.87,-1,?,7661.87,1,13163.4,0.5,1,1,10448,1,6479.29,0,20896,1,0,0.001436,1,0.629949,4672.49,0.044873,0,0,30,10448,1,0.000024,17887723,bad
7661.87,-1,?,7661.87,1,13163.4,0.5,1,1,10448,1,6479.29,0,20896,1,0,0.001436,1,0.629949,4672.49,0.044873,0,0,30,10448,1,0.000024,53362206,bad
7661.87,-1,?,7661.87,1,13163.4,0.5,1,1,10448,1,6479.29,0,20896,1,0,0.001436,1,0.629949,4672.49,0.044873,0,0,30,10448,1,0.000024,75830644,good
7661.87,-1,?,7661.87,1,13163.4,0.5,1,1,10448,1,6479.29,0,20896,1,0,0.001436,1,0.629949,4672.49,0.044873,0,0,30,10448,1,0.000024,95762353,bad
7661.87,-1,?,7661.87,1,13163.4,0.5,1,1,10448,1,6479.29,0,20896,1,0,0.001436,1,0.629949,4672.49,0.044873,0,0,30,10448,1,0.000024,47942864,bad
7661.87,-1,?,7661.87,1,13163.4,0.5,1,1,10448,1,6479.29,0,20896,1,0,0.001436,1,0.629949,4672.49,0.044873,0,0,30,10448,1,0.000024,47942865,bad
7661.87,-1,?,7661.87,1,13163.4,0.5,1,1,10448,1,6479.29,0,20896,1,0,0.001436,1,0.629949,4672.49,0.044873,0,0,30,10448,1,0.000024,8520536,bad
7661.87,-1,?,7661.87,1,13163.4,0.5,1,1,10448,1,6479.29,0,20896,1,0,0.001436,1,0.629949,4672.49,0.044873,0,0,30,10448,1,0.000024,82456576,bad
7661.87,-1,?,7661.87,1,13163.4,0.5,1,1,10448,1,6479.29,0,20896,1,0,0.001436,1,0.629949,4672.49,0.044873,0,0,30,10448,1,0.000024,90783920,bad
7661.87,-1,?,7661.87,1,13163.4,0.5,1,1,10448,1,6479.29,0,20896,1,0,0.001436,1,0.629949,4672.49,0.044873,0,0,30,10448,1,0.000024,75830645,bad
7661.87,-1,?,7661.87,1,13163.4,0.5,1,1,10448,1,6479.29,0,20896,1,0,0.001436,1,0.629949,4672.49,0.044873,0,0,30,10448,1,0.000024,36564234,bad
7661.87,-1,?,7661.87,1,13163.4,0.5,1,1,10448,1,6479.29,0,20896,1,0,0.001436,1,0.629949,4672.49,0.044873,0,0,30,10448,1,0.000024,81986705,bad
7661.87,-1,?,7661.87,1,13163.4,0.5,1,1,10448,1,6479.29,0,20896,1,0,0.001436,1,0.629949,4672.49,0.044873,0,0,30,10448,1,0.000024,37052870,bad
7661.87,-1,?,7661.87,1,13163.4,0.5,1,1,10448,1,6479.29,0,20896,1,0,0.001436,1,0.629949,4672.49,0.044873,0,0,30,10448,1,0.000024,37052871,bad
7661.87,-1,?,7661.87,1,13163.4,0.5,1,1,10448,1,6479.29,0,20896,1,0,0.001436,1,0.629949,4672.49,0.044873,0,0,30,10448,1,0.000024,80361464,bad
