RowDiagonalDominance,Edge,DiagonalNonZeros,DiagonalSign,AvgDiagonalDistance,AbsoluteTrace,OneNorm,Trace,AvgNonzerosPerRow,ColumnDiagonalDominance,NonZeroPatternSymmetry,AbsoluteNonZeroSum,InfinityNorm,SymmetricFrobeniusNorm,upperBandwidth,Dimension,Symmetricity,MinNonZeroPerRow,DiagonalAverage,SymmeticInfinityNorm,DiagonalMean,Interior,FrobeniusNorn,RowVariance,AntiSymmetricFrobeniusNorm,lowerBandwidth,npoints,nnz,CommSize,MaxNonZeroPerRow,AntiSymmerticInfinityNorm,ColumnVariance,time,solver,matrix_name,class
0,10,3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.0165717,9,2.31556,10,5120.83,1.08657,0,310,30,10036.4,1,1,0,0.00276236,0.004108,47942864, cavity16,bad
0,10,3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.0165717,9,2.31556,10,5120.83,1.08657,0,310,30,10036.4,1,1,0,0.00276236,0.0029283,47942865, cavity16,bad
0,10,3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.0165717,9,2.31556,10,5120.83,1.08657,0,310,30,10036.4,1,1,0,0.00276236,0.0017796,47942866, cavity16,bad
0,10,3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.0165717,9,2.31556,10,5120.83,1.08657,0,310,30,10036.4,1,1,0,0.00276236,1.79769313486e+308,8520536, cavity16,bad
0,10,3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.0165717,9,2.31556,10,5120.83,1.08657,0,310,30,10036.4,1,1,0,0.00276236,1.79769313486e+308,82456576, cavity16,bad
0,10,3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.0165717,9,2.31556,10,5120.83,1.08657,0,310,30,10036.4,1,1,0,0.00276236,0.1075,95762354, cavity16,bad
0,10,3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.0165717,9,2.31556,10,5120.83,1.08657,0,310,30,10036.4,1,1,0,0.00276236,1.79769313486e+308,90783920, cavity16,bad
0,10,3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.0165717,9,2.31556,10,5120.83,1.08657,0,310,30,10036.4,1,1,0,0.00276236,0.095059,30870723, cavity16,bad
0,10,3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.0165717,9,2.31556,10,5120.83,1.08657,0,310,30,10036.4,1,1,0,0.00276236,0.25738,45869640, cavity16,bad
0,10,3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.0165717,9,2.31556,10,5120.83,1.08657,0,310,30,10036.4,1,1,0,0.00276236,0.0090141,36564233, cavity16,bad
0,10,3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.0165717,9,2.31556,10,5120.83,1.08657,0,310,30,10036.4,1,1,0,0.00276236,0.00011969,75830645, cavity16,bad
0,10,3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.0165717,9,2.31556,10,5120.83,1.08657,0,310,30,10036.4,1,1,0,0.00276236,0.012676,36564234, cavity16,bad
0,10,3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.0165717,9,2.31556,10,5120.83,1.08657,0,310,30,10036.4,1,1,0,0.00276236,1.79769313486e+308,81986705, cavity16,bad
0,10,3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.0165717,9,2.31556,10,5120.83,1.08657,0,310,30,10036.4,1,1,0,0.00276236,0.58567,37052870, cavity16,bad
0,10,3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.0165717,9,2.31556,10,5120.83,1.08657,0,310,30,10036.4,1,1,0,0.00276236,0.4334,37052871, cavity16,bad
0,10,3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.0165717,9,2.31556,10,5120.83,1.08657,0,310,30,10036.4,1,1,0,0.00276236,0.014872,80361467, cavity16,bad
0,10,3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.0165717,9,2.31556,10,5120.83,1.08657,0,310,30,10036.4,1,1,0,0.00276236,0.044657,80361464, cavity16,bad
0,10,3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.0165717,9,2.31556,10,5120.83,1.08657,0,310,30,10036.4,1,1,0,0.00276236,0.042833,80361465, cavity16,bad
0,10,3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.0165717,9,2.31556,10,5120.83,1.08657,0,310,30,10036.4,1,1,0,0.00276236,1.412,49834420, cavity16,bad
0,10,3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.0165717,9,2.31556,10,5120.83,1.08657,0,310,30,10036.4,1,1,0,0.00276236,1.79769313486e+308,1216556, cavity16,bad
0,10,3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.0165717,9,2.31556,10,5120.83,1.08657,0,310,30,10036.4,1,1,0,0.00276236,0.019792,36564235, cavity16,bad
0,10,3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.0165717,9,2.31556,10,5120.83,1.08657,0,310,30,10036.4,1,1,0,0.00276236,5.53E-05,75830647, cavity16,good
0,10,3801.67,-1,69.7857,9580.2,12,10563.6,2.2,1,0,19160.4,8,5437.87,230,4562,0,0,0.0165717,9,2.31556,10,5120.83,1.08657,0,310,30,10036.4,1,1,0,0.00276236,0.25846,37052868, cavity16,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,1.79769313486e+308,89565283, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,5.15E-05,91036839, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,0.036342,45869639, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,0.035926,45869638, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,0.023961,45869637, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,0.74193,89269802, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,0.0070577,89269803, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,0.035884,89269801, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,0.010404,89269804, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,0.0088732,30870721, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,0.038115,53302993, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,0.008131,30870720, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,1.79769313486e+308,64278029, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,1.79769313486e+308,44526267, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,0.002188,95762352, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,0.10424,49834417, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,2.3917,49834419, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,2.0708,49834418, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,0.036774,11256942, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,0.052911,11256943, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,1.3431,11256941, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,0.038806,42851841, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,0.047541,11256944, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,0.1073,31459546, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,1.79769313486e+308,17887723, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,0.040505,91845162, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,1.79769313486e+308,53362206, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,1.17E-05,95762355, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,0.035534,12321508, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,0.00020742,75830644, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,0.0014691,95762353, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,1.38E-05,85483012, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,0.0086472,47942866, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,1.79769313486e+308,8520536, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,1.79769313486e+308,82456576, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,0.67964,95762354, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,1.79769313486e+308,90783920, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,1.14E-05,99720138, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,0.69828,30870723, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,0.036769,30870722, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,0.00016618,13323659, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,0.68281,45869640, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,0.20955,36564233, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,0.00017047,36564232, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,0.00012684,75830645, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,0.019486,36564234, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,1.79769313486e+308,81986705, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,0.0001173,37052870, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,0.00016856,37052871, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,4.82E-05,80361466, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,0.62791,80361467, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,0.035305,80361464, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,0.038552,80361465, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,2.6909,49834420, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,1.79769313486e+308,1216556, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,0.024277,36564235, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,9.27E-05,75830647, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,1.10E-05,75830646, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,1.07E-05,18524981, c-30,bad
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,5.48E-06,37052869, c-30,good
0,10,3015.23,-3,2666.83,9932.53,3293,10698.8,1.9,0,1,20751.9,37,4774.76,5320,5321,1,0,0.0185724,37,2.01067,10,5755.54,0.690121,0,5320,30,10109.9,1,1,0,0.00219861,9.27E-05,37052868, c-30,bad
0,10,7661.87,-1,#NAME0,7661.87,1,13163.4,0.5,1,1,10448,1,6479.29,0,20896,1,0,0.00143568,1,0.629949,10,4672.49,0.0448727,0,0,30,10448,1,1,0,2.39E-05,1.79769313486e+308,89565283, Ill_Stokes,bad
0,10,7661.87,-1,#NAME0,7661.87,1,13163.4,0.5,1,1,10448,1,6479.29,0,20896,1,0,0.00143568,1,0.629949,10,4672.49,0.0448727,0,0,30,10448,1,1,0,2.39E-05,0.15934,45869638, Ill_Stokes,bad
