Trace,SymmetricFrobeniusNorm,upperBandwidth,Dimension,DiagonalMean,FrobeniusNorn,lowerBandwidth,nnz,ColumnVariance,solver,class
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,89269804,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,30870721,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,53302993,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,30870720,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,64278029,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,44526267,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,17734818,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,95762352,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,49834417,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,49834419,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,49834418,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,11256942,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,11256943,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,11256941,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,42851841,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,11256944,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,31459546,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,17887723,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,91845162,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,53362206,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,95762355,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,12321508,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,75830644,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,95762353,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,85483012,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,47942864,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,47942865,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,47942866,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,8520536,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,82456576,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,95762354,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,90783920,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,99720138,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,30870723,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,30870722,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,13323659,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,45869640,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,36564233,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,68908713,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,36564232,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,75830645,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,36564234,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,81986705,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,37052870,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,37052871,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,80361466,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,80361467,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,80361464,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,80361465,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,49834420,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,1216556,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,36564235,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,75830647,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,75830646,good
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,18524981,good
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,37052869,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,37052868,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,89565283,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,91036839,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,45869639,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,45869638,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,45869637,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,47942867,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,89269802,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,89269803,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,89269801,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,89269804,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,30870721,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,53302993,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,30870720,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,64278029,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,44526267,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,17734818,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,95762352,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,49834417,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,49834419,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,49834418,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,11256942,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,11256943,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,11256941,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,42851841,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,11256944,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,31459546,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,17887723,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,91845162,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,53362206,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,95762355,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,12321508,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,75830644,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,95762353,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,85483012,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,47942866,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,8520536,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,82456576,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,95762354,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,90783920,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,99720138,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,30870723,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,30870722,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,13323659,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,45869640,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,36564233,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,68908713,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,36564232,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,75830645,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,36564234,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,81986705,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,37052870,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,37052871,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,80361466,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,80361467,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,80361464,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,80361465,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,49834420,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,1216556,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,36564235,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,75830647,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,75830646,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,18524981,bad
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,37052869,good
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.013171,37052868,bad
0,0,1765,5308,0,2500000,5307,10616,419.406,89565283,good
0,0,1765,5308,0,2500000,5307,10616,419.406,64278029,good
0,0,1765,5308,0,2500000,5307,10616,419.406,44526267,good
0,0,1765,5308,0,2500000,5307,10616,419.406,17887723,good
0,0,1765,5308,0,2500000,5307,10616,419.406,53362206,good
0,0,1765,5308,0,2500000,5307,10616,419.406,8520536,good
0,0,1765,5308,0,2500000,5307,10616,419.406,82456576,good
0,0,1765,5308,0,2500000,5307,10616,419.406,90783920,good
0,0,1765,5308,0,2500000,5307,10616,419.406,68908713,good
0,0,1765,5308,0,2500000,5307,10616,419.406,81986705,good
0,0,1765,5308,0,2500000,5307,10616,419.406,1216556,good
0,0,1765,5308,0,2480000,5307,10616,411.544,89565283,good
0,0,1765,5308,0,2480000,5307,10616,411.544,64278029,good
0,0,1765,5308,0,2480000,5307,10616,411.544,44526267,good
0,0,1765,5308,0,2480000,5307,10616,411.544,17887723,good
0,0,1765,5308,0,2480000,5307,10616,411.544,53362206,good
0,0,1765,5308,0,2480000,5307,10616,411.544,8520536,good
0,0,1765,5308,0,2480000,5307,10616,411.544,82456576,good
0,0,1765,5308,0,2480000,5307,10616,411.544,90783920,good
0,0,1765,5308,0,2480000,5307,10616,411.544,68908713,good
0,0,1765,5308,0,2480000,5307,10616,411.544,81986705,good
0,0,1765,5308,0,2480000,5307,10616,411.544,1216556,good
0,0,1765,5308,0,2770000,5307,10616,514.508,89565283,good
0,0,1765,5308,0,2770000,5307,10616,514.508,64278029,good
0,0,1765,5308,0,2770000,5307,10616,514.508,44526267,good
0,0,1765,5308,0,2770000,5307,10616,514.508,17887723,good
0,0,1765,5308,0,2770000,5307,10616,514.508,53362206,good
0,0,1765,5308,0,2770000,5307,10616,514.508,8520536,good
0,0,1765,5308,0,2770000,5307,10616,514.508,82456576,good
0,0,1765,5308,0,2770000,5307,10616,514.508,90783920,good
0,0,1765,5308,0,2770000,5307,10616,514.508,68908713,good
0,0,1765,5308,0,2770000,5307,10616,514.508,81986705,good
0,0,1765,5308,0,2770000,5307,10616,514.508,1216556,good
0,0,4075,5308,0,15700000,5307,10616,16481.3,89565283,good
0,0,4075,5308,0,15700000,5307,10616,16481.3,64278029,good
0,0,4075,5308,0,15700000,5307,10616,16481.3,44526267,good
0,0,4075,5308,0,15700000,5307,10616,16481.3,17887723,good
0,0,4075,5308,0,15700000,5307,10616,16481.3,53362206,good
0,0,4075,5308,0,15700000,5307,10616,16481.3,8520536,good
0,0,4075,5308,0,15700000,5307,10616,16481.3,82456576,good
0,0,4075,5308,0,15700000,5307,10616,16481.3,90783920,good
0,0,4075,5308,0,15700000,5307,10616,16481.3,68908713,good
0,0,4075,5308,0,15700000,5307,10616,16481.3,81986705,good
0,0,4075,5308,0,15700000,5307,10616,16481.3,1216556,good
0,0,4075,5308,0,15800000,5307,10616,16626.5,89565283,good
0,0,4075,5308,0,15800000,5307,10616,16626.5,64278029,good
0,0,4075,5308,0,15800000,5307,10616,16626.5,44526267,good
0,0,4075,5308,0,15800000,5307,10616,16626.5,17887723,good
0,0,4075,5308,0,15800000,5307,10616,16626.5,53362206,good
0,0,4075,5308,0,15800000,5307,10616,16626.5,8520536,good
0,0,4075,5308,0,15800000,5307,10616,16626.5,82456576,good
0,0,4075,5308,0,15800000,5307,10616,16626.5,90783920,good
0,0,4075,5308,0,15800000,5307,10616,16626.5,68908713,good
0,0,4075,5308,0,15800000,5307,10616,16626.5,81986705,good
0,0,4075,5308,0,15800000,5307,10616,16626.5,1216556,good
0,0,1765,5308,0,2600000,5307,10616,453.442,89565283,good
0,0,1765,5308,0,2600000,5307,10616,453.442,64278029,good
0,0,1765,5308,0,2600000,5307,10616,453.442,44526267,good
0,0,1765,5308,0,2600000,5307,10616,453.442,17887723,good
0,0,1765,5308,0,2600000,5307,10616,453.442,53362206,good
0,0,1765,5308,0,2600000,5307,10616,453.442,8520536,good
0,0,1765,5308,0,2600000,5307,10616,453.442,82456576,good
0,0,1765,5308,0,2600000,5307,10616,453.442,90783920,good
0,0,1765,5308,0,2600000,5307,10616,453.442,68908713,good
0,0,1765,5308,0,2600000,5307,10616,453.442,81986705,good
0,0,1765,5308,0,2600000,5307,10616,453.442,1216556,good
0,0,2259,5308,0,302000000,5307,10616,6110000,89565283,good
0,0,2259,5308,0,302000000,5307,10616,6110000,64278029,good
0,0,2259,5308,0,302000000,5307,10616,6110000,44526267,good
0,0,2259,5308,0,302000000,5307,10616,6110000,17887723,good
0,0,2259,5308,0,302000000,5307,10616,6110000,53362206,good
0,0,2259,5308,0,302000000,5307,10616,6110000,8520536,good
0,0,2259,5308,0,302000000,5307,10616,6110000,82456576,good
0,0,2259,5308,0,302000000,5307,10616,6110000,90783920,good
0,0,2259,5308,0,302000000,5307,10616,6110000,68908713,good
0,0,2259,5308,0,302000000,5307,10616,6110000,81986705,good
0,0,2259,5308,0,302000000,5307,10616,6110000,1216556,good
0,0,2259,5308,0,302000000,5307,10616,6100000,89565283,good
0,0,2259,5308,0,302000000,5307,10616,6100000,64278029,good
