Trace,SymmetricFrobeniusNorm,upperBandwidth,Dimension,DiagonalMean,FrobeniusNorn,lowerBandwidth,nnz,ColumnVariance,solver
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,36564234
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,81986705
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,37052870
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,37052871
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,80361467
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,80361464
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,80361465
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,49834420
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,1216556
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,36564235
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,75830647
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,37052868
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,89565283
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,91036839
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,45869639
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,45869638
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,45869637
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,89269802
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,89269803
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,89269801
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,89269804
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,30870721
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,53302993
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,30870720
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,64278029
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,44526267
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,95762352
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,49834417
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,49834419
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,49834418
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,11256942
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,11256943
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,11256941
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,42851841
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,11256944
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,31459546
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,17887723
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,91845162
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,53362206
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,95762355
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,12321508
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,75830644
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,95762353
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,85483012
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,47942866
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,8520536
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,82456576
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,95762354
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,90783920
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,99720138
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,30870723
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,30870722
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,13323659
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,45869640
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,36564233
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,36564232
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,75830645
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,36564234
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,81986705
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,37052870
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,37052871
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,80361466
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,80361467
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,80361464
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,80361465
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,49834420
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,1216556
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,36564235
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,75830647
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,75830646
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,18524981
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,37052869
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,37052868
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,89565283
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,45869638
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,45869637
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,89269803
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,89269804
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,30870721
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,30870720
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,64278029
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,44526267
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,95762352
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,49834419
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,11256943
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,11256944
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,17887723
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,53362206
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,75830644
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,95762353
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,47942864
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,47942865
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,8520536
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,82456576
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,90783920
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,75830645
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,36564234
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,81986705
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,37052870
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,37052871
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,80361464
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,80361465
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,49834420
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,1216556
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,36564235
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,89565283
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,91036839
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,45869639
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,45869638
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,45869637
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,47942867
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,89269802
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,89269803
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,89269801
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,89269804
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,30870721
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,53302993
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,30870720
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,64278029
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,44526267
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,17734818
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,95762352
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,49834417
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,49834419
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,49834418
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,11256942
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,11256943
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,11256941
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,42851841
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,11256944
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,31459546
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,17887723
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,91845162
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,53362206
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,95762355
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,12321508
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,75830644
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,95762353
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,85483012
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,47942864
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,47942865
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,47942866
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,8520536
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,82456576
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,95762354
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,90783920
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,99720138
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,30870723
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,30870722
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,13323659
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,45869640
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,36564233
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,68908713
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,36564232
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,75830645
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,36564234
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,81986705
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,37052870
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,37052871
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,80361466
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,80361467
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,80361464
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,80361465
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,49834420
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,1216556
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,36564235
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,75830647
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,75830646
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,18524981
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,37052869
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,37052868
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,89565283
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,91036839
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,45869639
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,45869638
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,45869637
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,47942867
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,89269802
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,89269803
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,89269801
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,89269804
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,30870721
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,53302993
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,30870720
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,64278029
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,44526267
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,17734818
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,95762352
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,49834417
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,49834419
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,49834418
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,11256942
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,11256943
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,11256941
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,42851841
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,11256944
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,31459546
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,17887723
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,91845162
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,53362206
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,95762355
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,12321508
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,75830644
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,95762353
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,85483012
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,47942866
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,8520536
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,82456576
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,95762354
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,90783920
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,99720138
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,30870723
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,30870722
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,13323659
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,45869640
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,36564233
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,68908713
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,36564232
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,75830645
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,36564234
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,81986705
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,37052870
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,37052871
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,80361466
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,80361467
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,80361464
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,80361465
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,49834420
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,1216556
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,36564235
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,75830647
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,75830646
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,18524981
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,37052869
3888.49,11344.1,4415,4563,0.852178,11186.3,4194,10494.9,0.0131712,37052868
0,0,1765,5308,0,2.50E+06,5307,10616,419.406,89565283
0,0,1765,5308,0,2.50E+06,5307,10616,419.406,64278029
0,0,1765,5308,0,2.50E+06,5307,10616,419.406,44526267
0,0,1765,5308,0,2.50E+06,5307,10616,419.406,17887723
0,0,1765,5308,0,2.50E+06,5307,10616,419.406,53362206
0,0,1765,5308,0,2.50E+06,5307,10616,419.406,8520536
0,0,1765,5308,0,2.50E+06,5307,10616,419.406,82456576
0,0,1765,5308,0,2.50E+06,5307,10616,419.406,90783920
0,0,1765,5308,0,2.50E+06,5307,10616,419.406,68908713
0,0,1765,5308,0,2.50E+06,5307,10616,419.406,81986705
0,0,1765,5308,0,2.50E+06,5307,10616,419.406,1216556
0,0,1765,5308,0,2.48E+06,5307,10616,411.544,89565283
0,0,1765,5308,0,2.48E+06,5307,10616,411.544,64278029
0,0,1765,5308,0,2.48E+06,5307,10616,411.544,44526267
0,0,1765,5308,0,2.48E+06,5307,10616,411.544,17887723
0,0,1765,5308,0,2.48E+06,5307,10616,411.544,53362206
0,0,1765,5308,0,2.48E+06,5307,10616,411.544,8520536
0,0,1765,5308,0,2.48E+06,5307,10616,411.544,82456576
0,0,1765,5308,0,2.48E+06,5307,10616,411.544,90783920
0,0,1765,5308,0,2.48E+06,5307,10616,411.544,68908713
0,0,1765,5308,0,2.48E+06,5307,10616,411.544,81986705
0,0,1765,5308,0,2.48E+06,5307,10616,411.544,1216556
0,0,1765,5308,0,2.77E+06,5307,10616,514.508,89565283
0,0,1765,5308,0,2.77E+06,5307,10616,514.508,64278029
0,0,1765,5308,0,2.77E+06,5307,10616,514.508,44526267
0,0,1765,5308,0,2.77E+06,5307,10616,514.508,17887723
0,0,1765,5308,0,2.77E+06,5307,10616,514.508,53362206
0,0,1765,5308,0,2.77E+06,5307,10616,514.508,8520536
0,0,1765,5308,0,2.77E+06,5307,10616,514.508,82456576
0,0,1765,5308,0,2.77E+06,5307,10616,514.508,90783920
0,0,1765,5308,0,2.77E+06,5307,10616,514.508,68908713
0,0,1765,5308,0,2.77E+06,5307,10616,514.508,81986705
0,0,1765,5308,0,2.77E+06,5307,10616,514.508,1216556
0,0,4075,5308,0,1.57E+07,5307,10616,16481.3,89565283
0,0,4075,5308,0,1.57E+07,5307,10616,16481.3,64278029
0,0,4075,5308,0,1.57E+07,5307,10616,16481.3,44526267
0,0,4075,5308,0,1.57E+07,5307,10616,16481.3,17887723
0,0,4075,5308,0,1.57E+07,5307,10616,16481.3,53362206
0,0,4075,5308,0,1.57E+07,5307,10616,16481.3,8520536
0,0,4075,5308,0,1.57E+07,5307,10616,16481.3,82456576
0,0,4075,5308,0,1.57E+07,5307,10616,16481.3,90783920
0,0,4075,5308,0,1.57E+07,5307,10616,16481.3,68908713
0,0,4075,5308,0,1.57E+07,5307,10616,16481.3,81986705
0,0,4075,5308,0,1.57E+07,5307,10616,16481.3,1216556
0,0,4075,5308,0,1.58E+07,5307,10616,16626.5,89565283
0,0,4075,5308,0,1.58E+07,5307,10616,16626.5,64278029
0,0,4075,5308,0,1.58E+07,5307,10616,16626.5,44526267
0,0,4075,5308,0,1.58E+07,5307,10616,16626.5,17887723
0,0,4075,5308,0,1.58E+07,5307,10616,16626.5,53362206
0,0,4075,5308,0,1.58E+07,5307,10616,16626.5,8520536
0,0,4075,5308,0,1.58E+07,5307,10616,16626.5,82456576
0,0,4075,5308,0,1.58E+07,5307,10616,16626.5,90783920
0,0,4075,5308,0,1.58E+07,5307,10616,16626.5,68908713
0,0,4075,5308,0,1.58E+07,5307,10616,16626.5,81986705
0,0,4075,5308,0,1.58E+07,5307,10616,16626.5,1216556
0,0,1765,5308,0,2.60E+06,5307,10616,453.442,89565283
0,0,1765,5308,0,2.60E+06,5307,10616,453.442,64278029
0,0,1765,5308,0,2.60E+06,5307,10616,453.442,44526267
0,0,1765,5308,0,2.60E+06,5307,10616,453.442,17887723
0,0,1765,5308,0,2.60E+06,5307,10616,453.442,53362206
0,0,1765,5308,0,2.60E+06,5307,10616,453.442,8520536
0,0,1765,5308,0,2.60E+06,5307,10616,453.442,82456576
0,0,1765,5308,0,2.60E+06,5307,10616,453.442,90783920
0,0,1765,5308,0,2.60E+06,5307,10616,453.442,68908713
0,0,1765,5308,0,2.60E+06,5307,10616,453.442,81986705
0,0,1765,5308,0,2.60E+06,5307,10616,453.442,1216556
0,0,2259,5308,0,3.02E+08,5307,10616,6.11E+06,89565283
0,0,2259,5308,0,3.02E+08,5307,10616,6.11E+06,64278029
0,0,2259,5308,0,3.02E+08,5307,10616,6.11E+06,44526267
0,0,2259,5308,0,3.02E+08,5307,10616,6.11E+06,17887723
0,0,2259,5308,0,3.02E+08,5307,10616,6.11E+06,53362206
0,0,2259,5308,0,3.02E+08,5307,10616,6.11E+06,8520536
0,0,2259,5308,0,3.02E+08,5307,10616,6.11E+06,82456576
0,0,2259,5308,0,3.02E+08,5307,10616,6.11E+06,90783920
0,0,2259,5308,0,3.02E+08,5307,10616,6.11E+06,68908713
0,0,2259,5308,0,3.02E+08,5307,10616,6.11E+06,81986705
0,0,2259,5308,0,3.02E+08,5307,10616,6.11E+06,1216556
0,0,2259,5308,0,3.02E+08,5307,10616,6.10E+06,89565283
0,0,2259,5308,0,3.02E+08,5307,10616,6.10E+06,64278029
0,0,2259,5308,0,3.02E+08,5307,10616,6.10E+06,44526267
0,0,2259,5308,0,3.02E+08,5307,10616,6.10E+06,17887723
0,0,2259,5308,0,3.02E+08,5307,10616,6.10E+06,53362206
0,0,2259,5308,0,3.02E+08,5307,10616,6.10E+06,8520536
0,0,2259,5308,0,3.02E+08,5307,10616,6.10E+06,82456576
0,0,2259,5308,0,3.02E+08,5307,10616,6.10E+06,90783920
0,0,2259,5308,0,3.02E+08,5307,10616,6.10E+06,68908713
0,0,2259,5308,0,3.02E+08,5307,10616,6.10E+06,81986705
0,0,2259,5308,0,3.02E+08,5307,10616,6.10E+06,1216556
